snapshot_month,account_id,region,segment,plan_tier,contract_type,seats,active_users,monthly_recurring_revenue_usd,product_usage_hours,support_tickets,outage_minutes,nps_score,churn_risk_score,churned
2025-04-01,ACC_00206,NorthAmerica,SMB,pro,monthly,9,6,689.38,87.39,1.0,54.25,,0.3677,0
2025-05-01,ACC_00206,unknown,SMB,pro,monthly,9,3,774.97,,1.0,9.94,50.3,0.2033,0
2025-06-01,ACC_00206,NorthAmerica,SMB,pro,monthly,10,7,795.47,91.34,3.0,16.57,34.8,0.3414,0
2025-01-01,ACC_00207,EMEA,SMB,pro,monthly,5,3,398.1,,1.0,4.84,62.4,0.1621,0
2025-02-01,ACC_00207,EMEA,SMB,pro,monthly,9,7,794.49,74.14,1.0,30.74,,0.2867,1
2025-03-01,ACC_00207,EMEA,SMB,pro,monthly,4,4,323.98,86.59,2.0,34.08,,0.3264,0
2025-04-01,ACC_00207,EMEA,SMB,pro,monthly,10,1,783.59,7.81,3.0,8.1,28.5,0.3075,0
2025-05-01,ACC_00207,EMEA,SMB,pro,monthly,6,4,527.24,103.93,1.0,15.73,41.0,0.2883,0
2025-06-01,ACC_00207,EMEA,SMB,pro,monthly,4,2,313.96,58.74,4.0,6.91,50.6,0.2986,1
2025-01-01,ACC_00208,NorthAmerica,MidMarket,growth,annual,38,34,1594.49,572.35,1.0,42.5,72.9,0.0556,0
2025-02-01,ACC_00208,NorthAmerica,MidMarket,growth,annual,39,29,1699.74,349.13,0.0,12.52,41.4,0.0516,0
2025-03-01,ACC_00208,NorthAmerica,MidMarket,growth,annual,36,19,1521.07,296.77,0.0,12.67,49.7,0.0595,0
2025-04-01,ACC_00208,NorthAmerica,MidMarket,growth,annual,36,21,1434.25,291.39,1.0,37.05,67.4,0.067,0
2025-05-01,ACC_00208,NorthAmerica,MidMarket,growth,annual,38,26,1655.43,680.85,2.0,37.88,51.5,0.1553,0
2025-06-01,ACC_00208,NorthAmerica,MidMarket,growth,annual,40,20,1644.86,334.53,0.0,12.45,47.1,0.01,0
2025-01-01,ACC_00209,APAC,Enterprise,enterprise,annual,83,47,10660.82,437.2,3.0,8.74,64.3,0.0552,0
2025-02-01,ACC_00209,APAC,Enterprise,enterprise,annual,75,47,12217.79,1147.23,4.0,22.12,39.5,0.1306,0
2025-03-01,ACC_00209,APAC,Enterprise,enterprise,annual,92,74,12288.99,1073.22,1.0,15.4,51.3,0.0162,0
2025-04-01,ACC_00209,APAC,Enterprise,enterprise,annual,84,81,11536.49,1870.16,1.0,28.74,42.2,0.0771,0
2025-05-01,ACC_00209,APAC,Enterprise,enterprise,annual,88,57,12527.08,874.51,1.0,9.84,60.2,0.0558,0
2025-06-01,ACC_00209,APAC,Enterprise,enterprise,annual,78,54,11713.03,658.54,0.0,2.8,48.6,0.01,0
2025-01-01,ACC_00210,APAC,SMB,growth,monthly,9,7,363.36,90.28,3.0,4.02,,0.2925,1
2025-02-01,ACC_00210,APAC,SMB,growth,monthly,5,4,215.45,26.24,0.0,0.93,28.5,0.333,0
2025-03-01,ACC_00210,APAC,SMB,growth,monthly,2,2,87.54,0.0,3.0,26.16,32.5,0.3742,0
2025-04-01,ACC_00210,APAC,SMB,growth,monthly,7,7,295.04,82.67,2.0,39.03,,0.389,0
2025-05-01,ACC_00210,APAC,SMB,growth,monthly,7,3,301.79,46.3,0.0,3.7,15.4,0.256,0
2025-06-01,ACC_00210,APAC,SMB,growth,monthly,4,2,171.41,40.59,0.0,0.4,26.5,0.2556,1
2025-01-01,ACC_00211,APAC,SMB,growth,annual,10,5,408.69,121.46,2.0,4.92,,0.0238,0
2025-02-01,ACC_00211,APAC,SMB,growth,annual,9,6,344.64,128.88,2.0,25.84,,0.1521,0
2025-03-01,ACC_00211,APAC,SMB,growth,annual,10,5,361.12,,0.0,34.08,54.8,0.0217,0
2025-04-01,ACC_00211,APAC,SMB,growth,annual,8,5,360.25,79.86,0.0,1.37,34.3,0.0458,0
2025-05-01,ACC_00211,APAC,SMB,growth,annual,10,7,435.39,156.36,0.0,5.49,35.1,0.01,0
2025-06-01,ACC_00211,APAC,SMB,growth,annual,10,6,462.37,100.41,1.0,6.55,36.0,0.0128,0
2025-01-01,ACC_00212,EMEA,MidMarket,starter,annual,28,25,494.8,272.85,3.0,15.4,,0.2237,0
2025-02-01,ACC_00212,EMEA,MidMarket,starter,annual,27,14,536.85,171.81,1.0,6.28,27.0,0.2225,0
2025-03-01,ACC_00212,EMEA,MidMarket,starter,annual,29,18,539.34,297.78,2.0,14.36,70.2,0.0789,0
2025-04-01,ACC_00212,EMEA,MidMarket,starter,annual,21,16,377.8,195.14,1.0,9.43,61.2,0.1181,0
2025-05-01,ACC_00212,EMEA,MidMarket,starter,annual,28,24,553.58,206.2,0.0,4.18,40.4,0.1014,0
2025-06-01,ACC_00212,EMEA,MidMarket,starter,annual,29,17,540.61,230.66,3.0,15.12,22.3,0.1648,0
2025-01-01,ACC_00213,EMEA,MidMarket,pro,annual,40,27,3196.65,414.34,0.0,11.2,89.6,0.01,0
2025-02-01,ACC_00213,EMEA,MidMarket,pro,annual,38,28,2971.09,423.97,0.0,16.64,19.4,0.0694,0
2025-03-01,ACC_00213,EMEA,MidMarket,pro,annual,41,29,3425.75,156.64,1.0,17.95,,0.01,0
2025-04-01,ACC_00213,EMEA,MidMarket,pro,annual,39,20,3235.92,392.19,3.0,11.08,54.5,0.01,0
2025-05-01,ACC_00213,EMEA,MidMarket,pro,annual,40,27,3626.56,464.02,0.0,5.96,,0.0683,0
2025-06-01,ACC_00213,EMEA,MidMarket,pro,annual,39,31,3242.58,108.86,2.0,20.3,50.7,0.0292,0
2025-01-01,ACC_00214,LATAM,SMB,starter,monthly,9,6,149.31,,1.0,26.56,10.2,0.3331,1
2025-02-01,ACC_00214,LATAM,SMB,starter,monthly,9,6,165.39,73.27,0.0,7.78,24.2,0.4201,0
2025-03-01,ACC_00214,LATAM,SMB,starter,monthly,7,5,141.16,,3.0,17.38,23.0,0.4029,0
2025-04-01,ACC_00214,LATAM,SMB,starter,monthly,13,6,230.33,107.9,2.0,77.38,36.1,0.509,0
2025-05-01,ACC_00214,LATAM,SMB,starter,monthly,8,7,151.61,133.32,2.0,8.39,11.7,0.4345,0
2025-06-01,ACC_00214,LATAM,SMB,starter,monthly,7,6,122.17,78.06,3.0,27.08,37.0,0.4609,0
2025-01-01,ACC_00215,EMEA,MidMarket,growth,annual,23,14,1071.02,268.9,1.0,3.34,31.8,0.01,0
2025-02-01,ACC_00215,EMEA,MidMarket,growth,annual,22,14,986.83,186.34,1.0,11.93,,0.0644,0
2025-03-01,ACC_00215,EMEA,MidMarket,growth,annual,22,15,1146.99,327.57,1.0,22.16,45.0,0.01,0
2025-04-01,ACC_00215,EMEA,MidMarket,growth,annual,25,18,1050.49,269.66,,30.71,41.3,0.1328,0
2025-05-01,ACC_00215,EMEA,MidMarket,growth,annual,23,6,1025.98,105.21,0.0,4.23,77.7,0.01,0
2025-06-01,ACC_00215,EMEA,MidMarket,growth,annual,25,18,986.98,195.89,0.0,38.3,,0.0185,0
2025-01-01,ACC_00216,EMEA,MidMarket,pro,monthly,37,23,3718.43,333.1,2.0,15.21,42.4,0.1962,0
2025-02-01,ACC_00216,EMEA,MidMarket,pro,monthly,33,29,3251.36,633.6,2.0,30.56,23.4,0.394,0
2025-03-01,ACC_00216,EMEA,MidMarket,pro,monthly,34,25,2829.99,244.34,3.0,7.44,42.5,0.2545,0
2025-04-01,ACC_00216,EMEA,MidMarket,pro,monthly,34,21,2710.79,,,10.95,62.9,0.2157,1
2025-05-01,ACC_00216,EMEA,MidMarket,pro,monthly,29,16,2693.31,376.66,2.0,62.97,33.6,0.4088,1
2025-06-01,ACC_00216,EMEA,MidMarket,pro,monthly,34,26,2716.79,257.7,2.0,11.9,47.8,0.3064,0
2025-01-01,ACC_00217,NorthAmerica,MidMarket,enterprise,annual,19,13,2856.62,265.33,0.0,6.34,41.9,0.097,0
2025-02-01,ACC_00217,NorthAmerica,MidMarket,enterprise,annual,19,11,2769.22,149.68,,24.26,39.1,0.0954,0
2025-03-01,ACC_00217,NorthAmerica,MidMarket,enterprise,annual,24,15,3202.96,194.78,1.0,3.02,,0.0719,0
2025-04-01,ACC_00217,NorthAmerica,MidMarket,enterprise,annual,22,11,2842.02,176.77,1.0,6.39,47.5,0.0678,0
2025-05-01,ACC_00217,NorthAmerica,MidMarket,enterprise,annual,23,19,3315.89,68.67,0.0,12.64,43.8,0.0781,0
2025-06-01,ACC_00217,NorthAmerica,MidMarket,enterprise,annual,24,18,3537.88,266.61,1.0,11.23,68.1,0.0241,0
2025-01-01,ACC_00218,APAC,SMB,growth,monthly,15,12,645.6,81.63,2.0,3.93,24.1,0.259,0
2025-02-01,ACC_00218,APAC,SMB,growth,monthly,15,10,753.51,218.11,1.0,20.97,12.5,0.3908,0
2025-03-01,ACC_00218,APAC,SMB,growth,monthly,17,9,794.05,154.11,0.0,17.62,,0.3258,0
2025-04-01,ACC_00218,APAC,SMB,growth,monthly,12,9,458.34,,2.0,18.39,28.1,0.2739,0
2025-05-01,ACC_00218,APAC,SMB,growth,monthly,18,10,632.85,138.35,2.0,50.13,7.9,0.3636,0
2025-06-01,ACC_00218,APAC,SMB,growth,monthly,15,14,631.15,196.27,2.0,30.74,,0.3381,0
2025-01-01,ACC_00219,EMEA,Enterprise,starter,annual,92,54,1660.02,713.25,2.0,20.51,57.2,0.1795,0
2025-02-01,ACC_00219,EMEA,Enterprise,starter,annual,85,48,1450.77,680.14,1.0,20.1,60.9,0.1531,0
2025-03-01,ACC_00219,EMEA,Enterprise,starter,annual,94,43,1553.14,851.99,1.0,17.82,,0.1548,0
2025-04-01,ACC_00219,EMEA,Enterprise,starter,annual,87,62,1531.65,838.92,2.0,6.94,37.2,0.0612,0
2025-05-01,ACC_00219,EMEA,Enterprise,starter,annual,90,72,1808.7,1101.26,4.0,15.31,29.2,0.1543,0
2025-06-01,ACC_00219,EMEA,Enterprise,starter,annual,93,51,1713.88,1023.79,4.0,12.79,44.5,0.223,0
2025-01-01,ACC_00220,APAC,SMB,pro,annual,12,7,1091.13,74.18,0.0,27.06,70.5,0.0477,0
2025-02-01,ACC_00220,APAC,SMB,pro,annual,9,7,744.6,102.28,1.0,4.64,37.1,0.0569,0
2025-03-01,ACC_00220,APAC,SMB,pro,annual,9,6,821.83,57.27,1.0,4.45,,0.01,0
2025-04-01,ACC_00220,APAC,SMB,pro,annual,10,6,832.23,95.68,1.0,10.9,61.2,0.0696,0
2025-05-01,ACC_00220,APAC,SMB,pro,annual,11,9,887.23,167.25,0.0,14.69,34.9,0.0301,0
2025-06-01,ACC_00220,APAC,SMB,pro,annual,9,5,737.68,98.79,0.0,6.82,25.8,0.12,0
2025-01-01,ACC_00221,APAC,MidMarket,starter,annual,31,25,547.91,300.54,0.0,10.09,45.2,0.1413,0
2025-02-01,ACC_00221,APAC,MidMarket,starter,annual,29,19,524.65,477.61,3.0,19.55,,0.2077,0
2025-03-01,ACC_00221,APAC,MidMarket,starter,annual,32,14,582.3,220.29,1.0,36.07,54.7,0.1829,0
2025-04-01,ACC_00221,APAC,MidMarket,starter,annual,30,21,507.12,303.06,4.0,17.61,15.0,0.2651,0
2025-05-01,ACC_00221,APAC,MidMarket,starter,annual,30,19,581.71,394.45,,49.06,28.2,0.3115,0
2025-06-01,ACC_00221,APAC,MidMarket,starter,annual,28,23,537.32,458.32,,12.77,45.7,0.138,0
2025-01-01,ACC_00222,APAC,SMB,starter,monthly,8,5,125.86,85.66,2.0,12.18,56.4,0.3331,0
2025-02-01,ACC_00222,APAC,SMB,starter,monthly,12,7,203.92,115.55,2.0,39.45,4.8,0.4853,1
2025-03-01,ACC_00222,APAC,SMB,starter,monthly,10,5,160.79,88.86,3.0,13.51,2.2,0.4,0
2025-04-01,ACC_00222,APAC,SMB,starter,monthly,10,6,206.12,102.67,1.0,21.0,36.0,0.3884,1
2025-05-01,ACC_00222,APAC,SMB,starter,monthly,8,6,158.09,91.32,0.0,7.92,-3.8,0.3349,0
2025-06-01,ACC_00222,APAC,SMB,starter,monthly,8,6,134.78,110.36,5.0,32.55,40.3,0.4583,0
2025-01-01,ACC_00223,EMEA,MidMarket,pro,annual,22,17,2012.31,,1.0,12.33,25.9,0.0522,0
2025-02-01,ACC_00223,EMEA,MidMarket,pro,annual,23,19,1825.21,304.64,,26.12,59.8,0.0695,0
2025-03-01,ACC_00223,EMEA,MidMarket,pro,annual,25,19,2278.3,266.73,0.0,5.52,47.2,0.01,0
2025-04-01,ACC_00223,EMEA,MidMarket,pro,annual,23,16,2113.39,411.35,2.0,28.29,22.0,0.0693,0
2025-05-01,ACC_00223,EMEA,MidMarket,pro,annual,22,13,1954.1,240.26,1.0,17.21,76.1,0.01,0
2025-06-01,ACC_00223,EMEA,MidMarket,pro,annual,20,8,1638.62,158.86,1.0,8.34,,0.0314,0
2025-01-01,ACC_00224,EMEA,SMB,enterprise,monthly,8,5,1164.05,70.37,0.0,4.95,23.0,0.2996,0
2025-02-01,ACC_00224,EMEA,SMB,enterprise,monthly,6,4,818.9,127.67,1.0,15.63,7.6,0.3251,0
2025-03-01,ACC_00224,EMEA,SMB,enterprise,monthly,5,4,702.26,61.24,1.0,26.01,50.9,0.2854,0
2025-04-01,ACC_00224,EMEA,SMB,enterprise,monthly,5,3,758.67,42.55,1.0,6.42,61.8,0.1936,0
2025-05-01,ACC_00224,EMEA,SMB,enterprise,monthly,6,4,849.57,71.9,1.0,4.97,,0.2706,0
2025-06-01,ACC_00224,EMEA,SMB,enterprise,monthly,7,5,1087.42,88.05,0.0,11.34,40.4,0.2927,0
2025-01-01,ACC_00225,EMEA,SMB,pro,annual,7,6,614.67,111.61,0.0,14.57,69.4,0.01,0
2025-02-01,ACC_00225,EMEA,SMB,pro,annual,9,6,812.9,69.15,1.0,16.51,,0.089,0
2025-03-01,ACC_00225,EMEA,SMB,pro,annual,8,4,654.5,60.55,0.0,8.44,67.8,0.01,0
2025-04-01,ACC_00225,EMEA,SMB,error,annual,9,4,742.87,57.85,1.0,12.21,42.3,0.01,0
2025-05-01,ACC_00225,EMEA,SMB,pro,annual,9,6,754.58,80.85,2.0,16.81,47.1,0.0901,0
2025-06-01,ACC_00225,EMEA,SMB,pro,annual,9,5,839.34,74.88,1.0,23.64,,0.01,0
2025-01-01,ACC_00226,APAC,SMB,pro,annual,24,17,2040.86,147.19,0.0,2.38,56.6,0.01,0
2025-02-01,ACC_00226,APAC,SMB,pro,annual,25,16,2337.02,87.51,0.0,1.0,89.2,0.01,0
2025-03-01,ACC_00226,APAC,SMB,pro,annual,23,23,2121.16,312.54,1.0,14.62,83.3,0.01,0
2025-04-01,ACC_00226,APAC,SMB,pro,annual,20,18,1846.93,353.41,3.0,44.18,47.4,0.1599,0
2025-05-01,ACC_00226,APAC,SMB,pro,annual,24,18,2242.2,178.82,1.0,3.74,65.7,0.01,0
2025-06-01,ACC_00226,APAC,SMB,pro,annual,24,19,1822.71,359.55,1.0,34.38,,0.0956,0
2025-01-01,ACC_00227,LATAM,MidMarket,pro,monthly,27,19,2321.57,304.37,0.0,14.14,42.7,0.1987,0
2025-02-01,ACC_00227,LATAM,MidMarket,pro,monthly,26,15,2316.71,138.35,1.0,4.77,46.0,0.2453,0
2025-03-01,ACC_00227,LATAM,MidMarket,pro,monthly,29,14,2356.03,,0.0,9.49,,0.2557,0
2025-04-01,ACC_00227,LATAM,MidMarket,pro,monthly,28,17,2714.36,160.78,2.0,38.85,25.2,0.3243,0
2025-05-01,ACC_00227,LATAM,MidMarket,pro,monthly,25,13,1884.57,292.43,2.0,25.39,,0.3417,0
2025-06-01,ACC_00227,LATAM,MidMarket,pro,monthly,27,14,2091.18,357.1,2.0,21.13,47.0,0.3529,0
2025-01-01,ACC_00228,NorthAmerica,Enterprise,growth,annual,86,67,3807.32,1201.97,3.0,9.74,50.9,0.0806,0
2025-02-01,ACC_00228,NorthAmerica,Enterprise,growth,annual,96,59,3941.72,631.77,3.0,43.08,40.7,0.1626,0
2025-03-01,ACC_00228,NorthAmerica,Enterprise,growth,annual,96,54,3950.36,916.3,1.0,46.66,29.7,0.1318,0
2025-04-01,ACC_00228,NorthAmerica,Enterprise,growth,annual,83,37,3399.23,411.02,2.0,5.43,48.6,0.0415,0
2025-05-01,ACC_00228,NorthAmerica,Enterprise,growth,annual,88,51,3909.88,,2.0,16.48,48.2,0.0657,0
2025-06-01,ACC_00228,NorthAmerica,Enterprise,growth,annual,88,74,3620.68,810.89,2.0,6.76,,0.06,0
2025-01-01,ACC_00229,NorthAmerica,MidMarket,starter,monthly,25,17,448.88,282.72,0.0,8.09,41.9,0.2852,0
2025-02-01,ACC_00229,NorthAmerica,MidMarket,starter,monthly,25,22,472.0,,4.0,19.6,21.2,0.4774,0
2025-03-01,ACC_00229,NorthAmerica,MidMarket,starter,monthly,25,22,423.18,368.64,2.0,24.6,36.2,0.4289,0
2025-04-01,ACC_00229,NorthAmerica,MidMarket,starter,monthly,25,19,488.35,163.84,,19.67,36.8,0.4196,0
2025-05-01,ACC_00229,NorthAmerica,MidMarket,starter,monthly,21,15,401.74,293.5,4.0,17.1,27.2,0.4202,0
2025-06-01,ACC_00229,NorthAmerica,MidMarket,starter,monthly,25,18,435.99,278.93,2.0,24.4,25.9,0.4932,0
2025-01-01,ACC_00230,APAC,MidMarket,pro,monthly,17,6,1671.09,0.0,4.0,17.86,58.7,0.3246,0
2025-02-01,ACC_00230,APAC,MidMarket,pro,monthly,20,10,1614.69,137.21,0.0,29.65,42.7,0.2381,0
2025-03-01,ACC_00230,APAC,MidMarket,pro,monthly,18,6,1820.86,74.75,2.0,8.93,33.6,0.2981,0
2025-04-01,ACC_00230,APAC,MidMarket,pro,monthly,18,10,1584.2,142.43,3.0,8.0,27.0,0.3217,0
2025-05-01,ACC_00230,APAC,MidMarket,pro,monthly,19,12,1587.46,129.85,1.0,10.48,,0.2397,0
2025-06-01,ACC_00230,APAC,MidMarket,pro,monthly,21,10,1840.19,232.57,1.0,21.6,,0.2725,0
2025-01-01,ACC_00231,EMEA,SMB,growth,monthly,8,4,316.32,37.0,1.0,33.93,16.2,0.3229,0
2025-02-01,ACC_00231,EMEA,SMB,growth,monthly,7,6,281.18,75.71,1.0,20.4,28.7,0.4006,0
2025-03-01,ACC_00231,EMEA,SMB,growth,monthly,5,3,183.45,,2.0,7.65,30.1,0.3681,0
2025-04-01,ACC_00231,EMEA,SMB,growth,monthly,8,5,396.95,36.66,1.0,32.81,35.1,0.2864,0
2025-05-01,ACC_00231,EMEA,SMB,growth,monthly,5,3,193.68,65.87,0.0,15.02,36.2,0.2566,0
2025-06-01,ACC_00231,EMEA,SMB,growth,monthly,8,7,292.07,64.69,1.0,16.85,56.5,0.2336,0
2025-01-01,ACC_00232,NorthAmerica,MidMarket,pro,monthly,23,10,2010.08,152.59,1.0,41.07,38.3,0.3565,0
2025-02-01,ACC_00232,NorthAmerica,MidMarket,error,monthly,22,16,1928.88,203.28,0.0,10.3,34.1,0.2792,0
2025-03-01,ACC_00232,NorthAmerica,MidMarket,error,monthly,21,17,1728.49,,1.0,22.86,23.3,0.3083,0
2025-04-01,ACC_00232,NorthAmerica,MidMarket,pro,monthly,22,15,1879.8,,3.0,20.73,63.6,0.2768,0
2025-05-01,ACC_00232,NorthAmerica,MidMarket,pro,monthly,22,17,2062.8,321.83,2.0,8.9,,0.3214,0
2025-06-01,ACC_00232,NorthAmerica,MidMarket,error,monthly,23,16,2025.75,166.38,0.0,0.28,,0.2471,0
2025-01-01,ACC_00233,EMEA,Enterprise,starter,monthly,115,81,1995.53,1101.33,2.0,22.01,7.8,0.4458,0
2025-02-01,ACC_00233,EMEA,Enterprise,starter,monthly,104,68,1683.21,1042.86,4.0,15.27,20.7,0.3846,0
2025-03-01,ACC_00233,EMEA,Enterprise,starter,monthly,113,79,2178.93,1298.88,4.0,16.38,35.7,0.496,0
2025-04-01,ACC_00233,EMEA,Enterprise,starter,monthly,120,77,1982.13,976.78,4.0,39.8,35.3,0.5314,0
2025-05-01,ACC_00233,EMEA,Enterprise,starter,monthly,106,80,1995.41,1478.66,4.0,16.29,6.8,0.4674,0
2025-06-01,ACC_00233,EMEA,Enterprise,starter,monthly,129,71,2170.57,1271.41,0.0,10.44,27.8,0.3887,0
2025-01-01,ACC_00234,NorthAmerica,SMB,enterprise,annual,6,3,891.89,60.12,1.0,7.74,71.1,0.01,0
2025-02-01,ACC_00234,NorthAmerica,SMB,enterprise,annual,5,4,683.93,60.42,2.0,15.51,63.0,0.0621,0
2025-03-01,ACC_00234,NorthAmerica,SMB,enterprise,annual,8,7,1117.16,60.53,0.0,10.41,71.6,0.01,0
2025-04-01,ACC_00234,NorthAmerica,SMB,enterprise,annual,7,2,1010.92,73.54,0.0,26.67,42.4,0.01,0
2025-05-01,ACC_00234,NorthAmerica,SMB,enterprise,annual,8,7,1234.19,117.4,1.0,10.93,66.3,0.0972,0
2025-06-01,ACC_00234,NorthAmerica,SMB,enterprise,annual,6,3,943.24,,1.0,24.32,75.0,0.078,0
2025-01-01,ACC_00235,EMEA,Enterprise,pro,monthly,172,122,15494.35,1826.66,7.0,12.3,26.5,0.4334,0
2025-02-01,ACC_00235,EMEA,Enterprise,pro,monthly,183,82,14423.41,996.17,3.0,20.85,43.8,0.3114,0
2025-03-01,ACC_00235,EMEA,Enterprise,pro,monthly,180,104,16060.72,1132.78,2.0,7.64,37.1,0.319,1
2025-04-01,ACC_00235,EMEA,Enterprise,pro,monthly,181,141,15914.32,2997.09,3.0,13.84,13.3,0.3165,0
2025-05-01,ACC_00235,EMEA,Enterprise,pro,monthly,176,141,15196.8,2469.42,8.0,19.55,50.7,0.328,0
2025-06-01,ACC_00235,EMEA,Enterprise,pro,monthly,188,89,15917.5,,1.0,7.46,20.5,0.2317,0
2025-01-01,ACC_00236,NorthAmerica,SMB,pro,annual,13,6,1153.9,125.84,0.0,6.31,,0.1112,0
2025-02-01,ACC_00236,NorthAmerica,SMB,pro,annual,15,12,1109.89,206.96,1.0,10.24,33.0,0.0453,0
2025-03-01,ACC_00236,NorthAmerica,SMB,pro,annual,9,7,684.57,151.84,1.0,14.99,76.3,0.01,0
2025-04-01,ACC_00236,NorthAmerica,SMB,pro,annual,10,7,952.31,,0.0,26.33,53.6,0.01,0
2025-05-01,ACC_00236,NorthAmerica,SMB,pro,annual,13,11,986.92,138.61,1.0,7.36,70.6,0.01,0
2025-06-01,ACC_00236,NorthAmerica,SMB,pro,annual,13,10,1111.02,154.85,1.0,13.33,49.0,0.1071,0
2025-01-01,ACC_00237,NorthAmerica,Enterprise,growth,annual,105,82,4564.98,935.28,5.0,28.67,62.1,0.133,0
2025-02-01,ACC_00237,NorthAmerica,Enterprise,growth,annual,99,58,3922.32,883.97,2.0,11.31,60.0,0.0377,0
2025-03-01,ACC_00237,NorthAmerica,Enterprise,growth,annual,108,66,4799.23,905.94,2.0,23.69,31.4,0.1337,0
2025-04-01,ACC_00237,unknown,Enterprise,growth,annual,111,76,4556.25,1390.71,0.0,10.85,,0.0733,0
2025-05-01,ACC_00237,NorthAmerica,Enterprise,growth,annual,106,74,4452.44,617.95,3.0,53.83,,0.2118,0
2025-06-01,ACC_00237,NorthAmerica,Enterprise,growth,annual,108,77,5438.73,1211.25,2.0,16.22,62.1,0.01,0
2025-01-01,ACC_00238,EMEA,SMB,growth,monthly,6,5,257.92,144.02,5.0,16.38,20.1,0.3238,0
2025-02-01,ACC_00238,EMEA,SMB,growth,monthly,7,6,277.63,64.9,3.0,13.83,,0.3528,0
2025-03-01,ACC_00238,EMEA,SMB,growth,monthly,9,5,390.2,90.07,1.0,7.06,37.4,0.2175,0
2025-04-01,ACC_00238,EMEA,SMB,growth,monthly,11,5,461.28,88.63,0.0,6.3,17.7,0.2247,0
2025-05-01,ACC_00238,EMEA,SMB,growth,monthly,10,10,386.21,181.97,0.0,4.29,42.3,0.2662,0
2025-06-01,ACC_00238,EMEA,SMB,growth,monthly,7,5,302.89,66.79,,25.68,,0.2969,0
2025-01-01,ACC_00239,NorthAmerica,SMB,growth,monthly,12,6,468.09,167.97,4.0,18.92,23.0,0.3662,0
2025-02-01,ACC_00239,NorthAmerica,SMB,growth,monthly,15,10,606.49,98.58,4.0,9.58,,0.4176,1
2025-03-01,ACC_00239,NorthAmerica,SMB,growth,monthly,12,6,556.7,134.07,2.0,13.37,28.2,0.2325,0
2025-04-01,ACC_00239,NorthAmerica,SMB,growth,monthly,12,5,434.53,82.42,1.0,15.33,23.0,0.2464,0
2025-05-01,ACC_00239,NorthAmerica,SMB,growth,monthly,15,12,624.52,184.99,2.0,4.93,,0.2175,0
2025-06-01,ACC_00239,NorthAmerica,SMB,growth,monthly,13,9,547.71,219.41,2.0,6.25,18.1,0.2887,0
2025-01-01,ACC_00240,unknown,MidMarket,pro,annual,22,16,1860.42,314.22,,25.74,87.5,0.0489,0
2025-02-01,ACC_00240,EMEA,MidMarket,pro,annual,20,11,1851.35,171.41,2.0,8.54,43.3,0.0984,0
2025-03-01,ACC_00240,EMEA,MidMarket,pro,annual,21,10,1900.87,125.48,0.0,38.57,,0.061,0
2025-04-01,ACC_00240,EMEA,MidMarket,pro,annual,22,15,1829.4,92.76,0.0,21.42,50.2,0.0924,0
2025-05-01,ACC_00240,EMEA,MidMarket,pro,annual,17,7,1600.76,102.66,1.0,14.81,62.2,0.1034,0
2025-06-01,ACC_00240,EMEA,MidMarket,pro,annual,23,11,1959.6,171.3,0.0,4.05,40.2,0.0463,0
2025-01-01,ACC_00241,NorthAmerica,SMB,growth,monthly,5,4,227.21,12.02,1.0,20.41,,0.216,0
2025-02-01,ACC_00241,NorthAmerica,SMB,growth,monthly,6,4,280.38,86.17,1.0,20.97,34.8,0.3385,0
2025-03-01,ACC_00241,NorthAmerica,SMB,growth,monthly,3,3,134.53,3.33,1.0,57.75,,0.3845,0
2025-04-01,ACC_00241,NorthAmerica,SMB,growth,monthly,5,4,210.87,97.35,2.0,8.56,4.1,0.295,0
2025-05-01,ACC_00241,NorthAmerica,SMB,growth,monthly,3,1,124.55,32.06,1.0,7.16,37.4,0.2664,1
2025-06-01,ACC_00241,NorthAmerica,SMB,growth,monthly,12,5,537.06,51.36,1.0,14.42,68.8,0.2438,0
2025-01-01,ACC_00242,NorthAmerica,Enterprise,growth,monthly,48,37,1870.13,360.34,2.0,13.14,27.8,0.262,0
2025-02-01,ACC_00242,NorthAmerica,Enterprise,growth,monthly,47,23,2063.37,425.03,2.0,5.92,15.6,0.2698,0
2025-03-01,ACC_00242,NorthAmerica,Enterprise,growth,monthly,49,32,2210.59,725.57,2.0,9.42,37.3,0.3078,0
2025-04-01,ACC_00242,NorthAmerica,Enterprise,growth,monthly,48,31,1897.3,362.08,1.0,3.62,37.5,0.1775,0
2025-05-01,ACC_00242,NorthAmerica,Enterprise,growth,monthly,51,30,2033.45,433.31,2.0,24.56,36.7,0.2738,0
2025-06-01,ACC_00242,NorthAmerica,Enterprise,growth,monthly,43,37,1925.23,574.78,2.0,10.62,19.9,0.3422,0
2025-01-01,ACC_00243,EMEA,Enterprise,growth,monthly,58,38,2407.41,310.79,3.0,23.63,46.3,0.3573,0
2025-02-01,ACC_00243,EMEA,Enterprise,growth,monthly,60,58,1921.12,964.89,,8.12,29.8,0.3413,0
2025-03-01,ACC_00243,EMEA,Enterprise,growth,monthly,56,45,2247.68,1055.14,3.0,16.57,59.0,0.3106,0
2025-04-01,ACC_00243,unknown,Enterprise,growth,monthly,56,46,2227.6,457.43,1.0,28.68,36.0,0.2393,0
2025-05-01,ACC_00243,EMEA,Enterprise,growth,monthly,62,36,2709.19,400.96,1.0,11.25,16.3,0.349,0
