event_id,event_timestamp,site_id,line_id,machine_id,machine_type,operating_mode,load_pct,ambient_temp_c,spindle_temp_c,vibration_mm_s,pressure_bar,power_kw,throughput_units,defects_per_hour,downtime_minutes,maintenance_flag,quality_grade
EVT_MCH_010_2025032821,2025-03-28 21:00:00,Site_A,L4,MCH_010,Lathe,AUTO,58.62,13.14,45.42,2.335,6.407,43.074,82.31,1,3.27,0,B
EVT_MCH_010_2025032822,2025-03-28 22:00:00,Site_A,L4,MCH_010,Lathe,AUTO,66.84,15.43,45.02,2.952,6.616,45.465,125.94,1,16.0,0,B
EVT_MCH_010_2025032823,2025-03-28 23:00:00,Site_A,L4,MCH_010,Lathe,AUTO,72.86,17.02,50.79,3.207,6.201,48.365,111.23,1,14.31,0,B
EVT_MCH_010_2025032900,2025-03-29 00:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,42.43,19.91,43.28,2.058,5.78,36.034,42.44,0,4.54,0,A
EVT_MCH_010_2025032901,2025-03-29 01:00:00,Site_A,L4,MCH_010,Lathe,AUTO,54.05,20.05,49.19,2.114,6.603,39.252,65.03,1,18.89,1,B
EVT_MCH_010_2025032902,2025-03-29 02:00:00,Site_A,L4,MCH_010,Lathe,AUTO,53.95,23.28,51.69,2.02,5.908,40.002,77.38,0,3.63,0,A
EVT_MCH_010_2025032903,2025-03-29 03:00:00,Site_A,L4,MCH_010,Lathe,AUTO,35.93,23.61,46.34,1.864,6.275,29.963,52.91,0,5.17,0,A
EVT_MCH_010_2025032904,2025-03-29 04:00:00,Site_A,L4,MCH_010,Lathe,AUTO,47.86,23.79,45.87,2.263,6.24,36.425,48.62,0,5.75,0,A
EVT_MCH_010_2025032905,2025-03-29 05:00:00,Site_A,L4,MCH_010,Lathe,AUTO,53.78,25.09,54.92,2.244,6.171,38.178,96.1,0,11.27,0,A
EVT_MCH_010_2025032906,2025-03-29 06:00:00,Site_A,L4,MCH_010,Lathe,AUTO,40.02,24.16,50.72,1.866,4.717,36.854,68.4,0,3.07,0,A
EVT_MCH_010_2025032907,2025-03-29 07:00:00,Site_A,L4,MCH_010,Lathe,AUTO,44.02,24.78,49.97,2.22,6.483,,51.11,0,2.56,0,A
EVT_MCH_010_2025032908,2025-03-29 08:00:00,Site_A,L4,MCH_010,Lathe,AUTO,66.13,25.01,53.74,,7.205,45.204,119.2,0,4.71,0,A
EVT_MCH_010_2025032909,2025-03-29 09:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,35.77,26.96,37.2,1.986,5.893,31.06,14.42,2,6.35,0,B
EVT_MCH_010_2025032910,2025-03-29 10:00:00,Site_A,L4,MCH_010,Lathe,AUTO,66.78,24.58,62.59,2.908,6.278,52.057,94.09,0,9.57,0,A
EVT_MCH_010_2025032911,2025-03-29 11:00:00,Site_A,L4,MCH_010,Lathe,AUTO,62.32,19.6,54.76,2.221,6.216,50.86,90.56,1,1.48,0,B
EVT_MCH_010_2025032912,2025-03-29 12:00:00,Site_A,L4,MCH_010,Lathe,AUTO,54.17,17.55,44.32,2.393,5.874,38.685,75.83,0,35.82,1,A
EVT_MCH_010_2025032913,2025-03-29 13:00:00,Site_A,L4,MCH_010,Lathe,AUTO,56.24,21.1,49.15,2.234,5.209,45.684,97.5,0,1.8,0,A
EVT_MCH_010_2025032914,2025-03-29 14:00:00,Site_A,L4,MCH_010,Lathe,AUTO,53.54,14.96,36.49,2.315,5.289,40.713,81.27,0,1.94,0,A
EVT_MCH_010_2025032915,2025-03-29 15:00:00,Site_A,L4,MCH_010,Lathe,AUTO,42.31,15.86,38.19,,6.252,35.071,76.77,2,7.43,0,B
EVT_MCH_010_2025032916,2025-03-29 16:00:00,Site_A,L4,MCH_010,Lathe,AUTO,44.94,13.63,40.36,1.785,6.253,37.853,64.5,1,4.83,0,B
EVT_MCH_010_2025032917,2025-03-29 17:00:00,Site_A,L4,MCH_010,Lathe,CALIBRATION,20.84,9.92,19.59,1.494,6.026,19.441,3.89,1,8.97,0,B
EVT_MCH_010_2025032918,2025-03-29 18:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,59.89,12.56,42.7,2.606,6.561,42.423,56.19,1,4.34,0,B
EVT_MCH_010_2025032919,2025-03-29 19:00:00,Site_A,L4,MCH_010,Lathe,AUTO,63.28,12.14,51.59,2.666,5.853,48.602,90.04,1,13.29,0,B
EVT_MCH_010_2025032920,2025-03-29 20:00:00,Site_A,L4,MCH_010,Lathe,AUTO,52.22,13.18,42.53,,6.013,34.28,64.08,0,4.05,0,A
EVT_MCH_010_2025032921,2025-03-29 21:00:00,Site_A,L4,MCH_010,Lathe,AUTO,57.33,15.55,43.91,2.214,6.122,,91.33,0,3.17,0,A
EVT_MCH_010_2025032922,2025-03-29 22:00:00,Site_A,L4,MCH_010,Lathe,AUTO,50.41,15.43,46.25,2.167,7.125,43.282,86.25,1,3.11,0,B
EVT_MCH_010_2025032923,2025-03-29 23:00:00,Site_A,L4,MCH_010,Lathe,AUTO,44.35,14.42,35.86,2.045,5.172,36.446,58.53,2,2.65,0,B
EVT_MCH_010_2025033000,2025-03-30 00:00:00,Site_A,L4,MCH_010,Lathe,AUTO,53.13,20.84,48.53,2.63,5.908,41.434,81.89,0,4.56,0,A
EVT_MCH_010_2025033001,2025-03-30 01:00:00,Site_A,L4,MCH_010,Lathe,AUTO,55.54,21.84,54.43,2.355,5.913,41.9,104.46,0,2.39,0,A
EVT_MCH_010_2025033002,2025-03-30 02:00:00,Site_A,L4,MCH_010,Lathe,AUTO,53.37,22.55,45.08,2.337,6.212,42.73,84.65,1,2.73,0,B
EVT_MCH_010_2025033003,2025-03-30 03:00:00,Site_A,L4,MCH_010,Lathe,AUTO,31.13,24.75,36.94,1.27,4.861,30.884,32.27,0,10.02,0,A
EVT_MCH_010_2025033004,2025-03-30 04:00:00,Site_A,L4,MCH_010,Lathe,AUTO,44.27,22.65,49.69,1.685,6.484,38.873,68.77,0,9.16,0,A
EVT_MCH_010_2025033005,2025-03-30 05:00:00,Site_A,L4,MCH_010,Lathe,AUTO,45.13,21.1,53.97,,6.351,51.224,84.42,1,22.59,1,B
EVT_MCH_010_2025033006,2025-03-30 06:00:00,Site_A,L4,MCH_010,Lathe,AUTO,47.37,24.32,45.97,2.289,5.397,41.502,73.28,0,0.84,0,A
EVT_MCH_010_2025033007,2025-03-30 07:00:00,Site_A,L4,MCH_010,Lathe,AUTO,74.65,24.53,65.07,3.288,6.066,52.956,103.62,1,20.22,1,B
EVT_MCH_010_2025033008,2025-03-30 08:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,31.96,24.94,39.31,1.787,3.444,33.261,39.12,1,2.18,0,B
EVT_MCH_010_2025033009,2025-03-30 09:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,52.58,22.57,55.49,2.343,6.28,39.14,50.29,1,3.28,0,B
EVT_MCH_010_2025033010,2025-03-30 10:00:00,Site_A,L4,MCH_010,Lathe,AUTO,50.81,19.99,47.81,2.529,5.156,38.678,61.78,1,4.8,0,B
EVT_MCH_010_2025033011,2025-03-30 11:00:00,Site_A,L4,MCH_010,Lathe,AUTO,41.13,21.38,47.6,1.665,5.398,37.233,74.36,1,10.95,0,B
EVT_MCH_010_2025033012,2025-03-30 12:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,31.65,18.46,28.9,1.277,5.635,31.579,14.57,2,8.28,0,B
EVT_MCH_010_2025033013,2025-03-30 13:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,29.68,16.47,31.73,,4.895,33.956,10.71,0,9.5,0,A
EVT_MCH_010_2025033014,2025-03-30 14:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,33.43,17.01,34.93,1.923,5.703,29.964,30.51,2,3.76,0,B
EVT_MCH_010_2025033015,2025-03-30 15:00:00,Site_A,L4,MCH_010,Lathe,AUTO,59.3,12.67,42.39,2.326,6.193,45.738,80.67,2,4.7,0,B
EVT_MCH_010_2025033016,2025-03-30 16:00:00,Site_A,L4,MCH_010,Lathe,AUTO,53.46,14.68,43.52,2.639,5.504,44.125,80.97,0,8.93,0,A
EVT_MCH_010_2025033017,2025-03-30 17:00:00,Site_A,L4,MCH_010,Lathe,AUTO,49.03,11.09,41.33,2.291,4.993,35.089,74.74,0,5.25,0,A
EVT_MCH_010_2025033018,2025-03-30 18:00:00,Site_A,L4,MCH_010,Lathe,unknown,51.74,14.68,46.43,,6.289,40.493,83.36,1,5.27,0,B
EVT_MCH_010_2025033019,2025-03-30 19:00:00,Site_A,L4,MCH_010,Lathe,AUTO,51.94,15.67,39.96,2.067,6.087,36.687,79.21,0,9.47,0,A
EVT_MCH_010_2025033020,2025-03-30 20:00:00,Site_A,L4,MCH_010,Lathe,CALIBRATION,15.68,12.68,22.29,2.159,5.128,25.197,18.6,1,1.53,0,B
EVT_MCH_010_2025033021,2025-03-30 21:00:00,Site_A,L4,MCH_010,Lathe,AUTO,55.5,16.6,44.6,2.332,5.522,35.215,80.79,1,4.32,0,B
EVT_MCH_010_2025033022,2025-03-30 22:00:00,Site_A,L4,MCH_010,Lathe,CALIBRATION,12.98,15.96,22.54,1.254,5.268,17.831,0.0,1,3.38,0,B
EVT_MCH_010_2025033023,2025-03-30 23:00:00,Site_A,L4,MCH_010,Lathe,AUTO,46.87,17.92,40.59,,5.742,32.69,80.11,0,3.48,0,A
EVT_MCH_010_2025033100,2025-03-31 00:00:00,Site_A,L4,MCH_010,Lathe,AUTO,72.92,21.12,56.3,2.638,6.844,49.03,121.56,0,4.08,0,A
EVT_MCH_010_2025033101,2025-03-31 01:00:00,Site_A,L4,MCH_010,Lathe,AUTO,73.42,19.57,59.59,2.739,5.344,46.476,116.89,0,8.21,0,A
EVT_MCH_010_2025033102,2025-03-31 02:00:00,Site_A,L4,MCH_010,Lathe,AUTO,80.39,18.06,59.46,3.276,5.793,54.444,108.14,0,17.51,0,A
EVT_MCH_010_2025033103,2025-03-31 03:00:00,Site_A,L4,MCH_010,Lathe,AUTO,71.84,23.4,58.03,2.7,7.737,50.67,107.83,2,9.43,0,B
EVT_MCH_010_2025033104,2025-03-31 04:00:00,Site_A,L4,MCH_010,Lathe,AUTO,67.66,24.47,63.93,2.636,6.993,47.928,91.48,3,12.35,0,C
EVT_MCH_010_2025033105,2025-03-31 05:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,51.24,30.36,57.02,2.298,6.884,37.539,60.23,3,6.3,0,C
EVT_MCH_010_2025033106,2025-03-31 06:00:00,Site_A,L4,MCH_010,Lathe,AUTO,69.62,23.68,59.08,2.645,6.142,49.421,115.29,1,14.14,0,B
EVT_MCH_010_2025033107,2025-03-31 07:00:00,Site_A,L4,MCH_010,Lathe,AUTO,64.65,27.06,58.75,3.034,6.255,45.02,91.71,0,8.87,0,A
EVT_MCH_010_2025033108,2025-03-31 08:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,44.71,22.93,47.32,2.123,6.074,31.985,43.68,1,5.35,0,B
EVT_MCH_010_2025033109,2025-03-31 09:00:00,Site_A,L4,MCH_010,Lathe,AUTO,59.45,27.66,64.23,2.752,5.945,55.679,77.75,1,5.39,0,B
EVT_MCH_010_2025033110,2025-03-31 10:00:00,Site_A,L4,MCH_010,Lathe,AUTO,77.72,24.0,57.64,3.077,6.968,50.269,99.74,0,9.24,0,A
EVT_MCH_010_2025033111,2025-03-31 11:00:00,Site_A,L4,MCH_010,Lathe,unknown,60.66,20.13,49.66,,5.802,43.887,40.44,1,3.55,0,B
EVT_MCH_010_2025033112,2025-03-31 12:00:00,Site_A,L4,MCH_010,Lathe,AUTO,74.02,19.14,49.67,3.312,5.43,43.089,107.62,0,15.63,0,A
EVT_MCH_010_2025033113,2025-03-31 13:00:00,Site_A,L4,MCH_010,Lathe,AUTO,91.42,16.72,64.06,3.052,5.418,64.53,125.12,0,8.39,0,A
EVT_MCH_010_2025033114,2025-03-31 14:00:00,Site_A,L4,MCH_010,Lathe,AUTO,79.37,18.97,58.34,2.709,6.377,53.074,110.33,0,21.14,1,A
EVT_MCH_010_2025033115,2025-03-31 15:00:00,Site_A,L4,MCH_010,Lathe,AUTO,84.73,12.38,53.98,3.634,5.885,51.451,116.94,3,18.2,1,C
EVT_MCH_010_2025033116,2025-03-31 16:00:00,Site_A,L4,MCH_010,Lathe,AUTO,61.62,13.49,39.56,2.639,6.909,,111.18,2,8.03,0,B
EVT_MCH_010_2025033117,2025-03-31 17:00:00,Site_A,L4,MCH_010,Lathe,CALIBRATION,34.23,13.0,28.52,2.324,5.762,27.188,38.19,1,4.91,0,B
EVT_MCH_010_2025033118,2025-03-31 18:00:00,Site_A,L4,MCH_010,Lathe,AUTO,63.53,14.66,43.28,2.068,6.811,47.46,96.79,0,6.71,0,A
EVT_MCH_010_2025033119,2025-03-31 19:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,36.69,12.84,31.95,1.948,5.877,28.084,19.55,0,2.87,0,A
EVT_MCH_010_2025033120,2025-03-31 20:00:00,Site_A,L4,MCH_010,Lathe,AUTO,55.44,14.23,43.72,,5.556,44.509,71.73,0,0.76,0,A
EVT_MCH_010_2025033121,2025-03-31 21:00:00,Site_A,L4,MCH_010,Lathe,AUTO,75.01,16.18,59.58,2.958,5.967,54.171,125.34,1,8.78,0,B
EVT_MCH_010_2025033122,2025-03-31 22:00:00,Site_A,L4,MCH_010,Lathe,AUTO,77.64,20.15,58.1,3.106,6.274,50.287,116.92,1,22.22,1,B
EVT_MCH_010_2025033123,2025-03-31 23:00:00,Site_A,L4,MCH_010,Lathe,CALIBRATION,23.24,15.73,29.14,2.113,5.766,20.179,11.57,1,0.85,0,B
EVT_MCH_010_2025040100,2025-04-01 00:00:00,Site_A,L4,MCH_010,Lathe,AUTO,78.89,17.95,65.89,,7.093,55.807,108.17,0,12.47,0,A
EVT_MCH_010_2025040101,2025-04-01 01:00:00,Site_A,L4,MCH_010,Lathe,AUTO,63.51,22.88,58.84,,5.807,49.693,112.93,0,9.3,0,A
EVT_MCH_010_2025040102,2025-04-01 02:00:00,Site_A,L4,MCH_010,Lathe,AUTO,59.96,24.1,57.77,2.473,7.216,43.923,67.73,0,6.21,0,A
EVT_MCH_010_2025040103,2025-04-01 03:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,43.04,21.2,47.91,1.72,4.982,34.458,27.56,1,9.04,0,B
EVT_MCH_010_2025040104,2025-04-01 04:00:00,Site_A,L4,MCH_010,Lathe,AUTO,83.84,26.1,68.86,2.944,7.836,62.089,148.7,1,15.57,0,B
EVT_MCH_010_2025040105,2025-04-01 05:00:00,Site_A,L4,MCH_010,Lathe,AUTO,82.51,24.24,71.09,3.186,6.083,67.045,123.55,0,9.63,0,A
EVT_MCH_010_2025040106,2025-04-01 06:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,68.31,22.83,54.94,3.096,5.609,42.805,41.0,1,8.97,0,B
EVT_MCH_010_2025040107,2025-04-01 07:00:00,Site_A,L4,MCH_010,Lathe,AUTO,68.93,26.73,63.65,2.933,5.437,50.904,113.35,1,16.52,0,B
EVT_MCH_010_2025040108,2025-04-01 08:00:00,Site_A,L4,MCH_010,Lathe,AUTO,96.61,24.93,72.52,3.478,6.748,64.743,147.57,0,14.82,0,A
EVT_MCH_010_2025040109,2025-04-01 09:00:00,Site_A,L4,MCH_010,Lathe,AUTO,75.9,22.14,59.07,2.552,5.599,54.039,103.19,0,4.25,0,A
EVT_MCH_010_2025040110,2025-04-01 10:00:00,Site_A,L4,MCH_010,Lathe,AUTO,68.43,21.84,57.89,2.309,6.314,55.709,107.36,0,2.39,0,A
EVT_MCH_010_2025040111,2025-04-01 11:00:00,Site_A,L4,MCH_010,Lathe,AUTO,73.39,16.23,53.54,2.782,6.058,49.737,113.94,1,10.45,0,B
EVT_MCH_010_2025040112,2025-04-01 12:00:00,Site_A,L4,MCH_010,Lathe,AUTO,73.7,19.52,53.95,3.044,6.319,50.302,108.58,1,16.58,0,B
EVT_MCH_010_2025040113,2025-04-01 13:00:00,Site_A,L4,MCH_010,Lathe,AUTO,70.63,16.11,53.42,3.198,5.667,53.575,97.29,0,10.97,0,A
EVT_MCH_010_2025040114,2025-04-01 14:00:00,Site_A,L4,MCH_010,Lathe,AUTO,77.23,17.55,59.51,3.287,7.151,53.454,117.59,0,17.19,0,A
EVT_MCH_010_2025040115,2025-04-01 15:00:00,Site_A,L4,MCH_010,Lathe,AUTO,57.82,18.07,41.61,2.048,7.155,44.457,93.99,0,0.47,0,A
EVT_MCH_010_2025040116,2025-04-01 16:00:00,Site_A,L4,MCH_010,Lathe,AUTO,74.7,13.8,52.24,,6.835,54.294,121.58,0,5.7,0,A
EVT_MCH_010_2025040117,2025-04-01 17:00:00,Site_A,L4,MCH_010,Lathe,AUTO,65.78,10.89,39.5,2.62,5.622,47.444,89.68,1,4.02,0,B
EVT_MCH_010_2025040118,2025-04-01 18:00:00,Site_A,L4,MCH_010,Lathe,AUTO,66.35,12.82,47.67,,6.122,45.372,90.21,0,3.09,0,A
EVT_MCH_010_2025040119,2025-04-01 19:00:00,Site_A,L4,MCH_010,Lathe,AUTO,74.7,13.35,50.66,2.863,6.455,56.48,134.28,0,12.06,0,A
EVT_MCH_010_2025040120,2025-04-01 20:00:00,Site_A,L4,MCH_010,Lathe,AUTO,64.73,14.12,51.12,2.672,6.785,46.681,93.72,1,6.68,0,B
EVT_MCH_010_2025040121,2025-04-01 21:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,43.54,11.42,38.53,1.685,5.519,34.795,38.47,1,4.9,0,B
EVT_MCH_010_2025040122,2025-04-01 22:00:00,Site_A,L4,MCH_010,Lathe,AUTO,71.83,18.06,57.76,2.784,7.071,49.071,113.42,1,6.87,0,B
EVT_MCH_010_2025040123,2025-04-01 23:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,51.98,15.66,42.44,2.212,6.91,44.463,29.78,2,3.08,0,B
EVT_MCH_010_2025040200,2025-04-02 00:00:00,Site_A,L4,MCH_010,Lathe,AUTO,72.75,17.38,56.3,2.856,7.148,52.898,98.97,0,6.46,0,A
EVT_MCH_010_2025040201,2025-04-02 01:00:00,Site_A,L4,MCH_010,Lathe,AUTO,80.71,22.38,58.92,3.078,7.415,52.68,126.92,0,9.17,0,A
EVT_MCH_010_2025040202,2025-04-02 02:00:00,Site_A,L4,MCH_010,Lathe,AUTO,79.06,20.14,63.71,3.074,6.061,56.274,127.62,1,8.8,0,B
EVT_MCH_010_2025040203,2025-04-02 03:00:00,Site_A,L4,MCH_010,Lathe,AUTO,51.28,23.63,48.4,1.962,5.241,41.353,76.66,0,16.57,0,A
EVT_MCH_010_2025040204,2025-04-02 04:00:00,Site_A,L4,MCH_010,Lathe,AUTO,77.89,24.83,65.3,3.093,6.293,59.847,110.95,0,13.29,0,A
EVT_MCH_010_2025040205,2025-04-02 05:00:00,Site_A,L4,MCH_010,Lathe,AUTO,80.04,23.96,65.66,3.001,6.453,53.309,116.28,0,23.9,1,A
EVT_MCH_010_2025040206,2025-04-02 06:00:00,Site_A,L4,MCH_010,Lathe,AUTO,76.24,27.07,76.43,3.179,6.22,53.38,92.52,0,11.57,0,A
EVT_MCH_010_2025040207,2025-04-02 07:00:00,Site_A,L4,MCH_010,Lathe,CALIBRATION,32.8,28.57,37.49,2.236,5.694,35.356,20.92,1,18.55,1,B
EVT_MCH_010_2025040208,2025-04-02 08:00:00,Site_A,L4,MCH_010,Lathe,AUTO,79.92,24.13,65.66,3.055,8.316,61.658,105.61,0,11.76,0,A
EVT_MCH_010_2025040209,2025-04-02 09:00:00,Site_A,L4,MCH_010,Lathe,AUTO,89.62,20.47,69.91,3.794,7.308,57.318,114.11,1,20.25,1,B
EVT_MCH_010_2025040210,2025-04-02 10:00:00,Site_A,L4,MCH_010,Lathe,AUTO,85.0,23.22,72.69,3.299,6.007,60.446,120.06,0,10.03,0,A
EVT_MCH_010_2025040211,2025-04-02 11:00:00,Site_A,L4,MCH_010,Lathe,AUTO,67.28,19.96,61.61,2.526,6.962,48.603,84.99,0,3.21,0,A
EVT_MCH_010_2025040212,2025-04-02 12:00:00,Site_A,L4,MCH_010,Lathe,AUTO,56.45,18.27,50.06,2.487,5.453,44.258,60.0,1,3.69,0,B
EVT_MCH_010_2025040213,2025-04-02 13:00:00,Site_A,L4,MCH_010,Lathe,AUTO,82.65,13.59,57.81,3.529,7.016,53.134,124.9,0,12.87,0,A
EVT_MCH_010_2025040214,2025-04-02 14:00:00,Site_A,L4,MCH_010,Lathe,AUTO,73.94,16.01,51.55,3.174,5.404,49.418,81.51,2,13.48,0,B
EVT_MCH_010_2025040215,2025-04-02 15:00:00,Site_A,L4,MCH_010,Lathe,AUTO,55.79,16.6,42.33,2.67,5.867,47.903,42.09,0,14.6,0,A
EVT_MCH_010_2025040216,2025-04-02 16:00:00,Site_A,L4,MCH_010,Lathe,AUTO,64.81,10.44,38.33,2.797,6.262,44.434,74.1,0,7.23,0,A
EVT_MCH_010_2025040217,2025-04-02 17:00:00,Site_A,L4,MCH_010,Lathe,CALIBRATION,19.01,15.26,27.68,,4.574,22.32,21.98,1,1.88,0,B
EVT_MCH_010_2025040218,2025-04-02 18:00:00,Site_A,L4,MCH_010,Lathe,CALIBRATION,29.54,13.16,21.5,1.593,5.293,28.38,22.23,0,4.51,0,A
EVT_MCH_010_2025040219,2025-04-02 19:00:00,Site_A,L4,MCH_010,Lathe,AUTO,66.12,10.77,44.74,2.352,6.564,44.443,93.1,2,6.43,0,B
EVT_MCH_010_2025040220,2025-04-02 20:00:00,Site_A,L4,MCH_010,Lathe,CALIBRATION,28.28,13.98,26.65,1.881,5.623,37.204,31.26,0,2.1,0,A
EVT_MCH_010_2025040221,2025-04-02 21:00:00,Site_A,L4,MCH_010,Lathe,AUTO,74.16,15.24,57.21,2.934,6.518,50.926,98.3,0,6.37,0,A
EVT_MCH_010_2025040222,2025-04-02 22:00:00,Site_A,L4,MCH_010,Lathe,AUTO,84.92,15.25,63.45,3.497,5.393,58.547,133.77,1,14.85,0,B
EVT_MCH_010_2025040223,2025-04-02 23:00:00,Site_A,L4,MCH_010,Lathe,AUTO,76.45,19.37,58.72,2.589,7.306,45.701,123.47,2,5.27,0,B
EVT_MCH_010_2025040300,2025-04-03 00:00:00,Site_A,L4,MCH_010,Lathe,AUTO,74.42,21.57,58.27,3.091,6.333,59.8,107.72,0,18.15,1,A
EVT_MCH_010_2025040301,2025-04-03 01:00:00,Site_A,L4,MCH_010,Lathe,AUTO,54.28,22.54,49.4,2.401,6.224,41.112,87.74,0,1.76,0,A
EVT_MCH_010_2025040302,2025-04-03 02:00:00,Site_A,L4,MCH_010,Lathe,AUTO,81.36,23.74,64.36,3.088,6.648,52.246,137.45,0,8.47,0,A
EVT_MCH_010_2025040303,2025-04-03 03:00:00,Site_A,L4,MCH_010,Lathe,AUTO,79.72,25.89,74.75,,6.712,51.703,110.75,2,17.48,0,B
EVT_MCH_010_2025040304,2025-04-03 04:00:00,Site_A,L4,MCH_010,Lathe,CALIBRATION,27.77,24.96,35.78,2.277,5.308,26.122,15.92,1,1.91,0,B
EVT_MCH_010_2025040305,2025-04-03 05:00:00,Site_A,L4,MCH_010,Lathe,AUTO,79.75,23.25,63.19,3.673,6.948,56.931,134.83,0,16.84,0,A
EVT_MCH_010_2025040306,2025-04-03 06:00:00,Site_A,L4,MCH_010,Lathe,AUTO,75.71,24.59,63.44,3.434,6.375,50.658,95.95,1,13.25,0,B
EVT_MCH_010_2025040307,2025-04-03 07:00:00,Site_A,L4,MCH_010,Lathe,AUTO,70.31,23.21,60.86,2.986,6.377,50.923,112.01,0,12.77,0,A
EVT_MCH_010_2025040308,2025-04-03 08:00:00,Site_A,L4,MCH_010,Lathe,AUTO,57.96,23.01,51.37,2.658,5.783,39.692,95.95,1,4.69,0,B
EVT_MCH_010_2025040309,2025-04-03 09:00:00,Site_A,L4,MCH_010,Lathe,AUTO,76.91,22.91,60.69,2.962,6.47,55.795,126.53,1,8.1,0,B
EVT_MCH_010_2025040310,2025-04-03 10:00:00,Site_A,L4,MCH_010,Lathe,AUTO,72.68,23.83,57.09,3.022,5.749,52.539,104.68,0,9.58,0,A
EVT_MCH_010_2025040311,2025-04-03 11:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,55.61,21.77,50.38,2.133,6.13,,56.49,1,5.77,0,B
EVT_MCH_010_2025040312,2025-04-03 12:00:00,Site_A,L4,MCH_010,Lathe,AUTO,74.3,18.99,59.12,2.585,6.96,59.207,97.49,0,6.46,0,A
EVT_MCH_010_2025040313,2025-04-03 13:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,51.73,17.2,46.75,2.013,6.907,36.073,57.52,1,6.15,0,B
EVT_MCH_010_2025040314,2025-04-03 14:00:00,Site_A,L4,MCH_010,Lathe,AUTO,88.02,15.77,60.26,3.132,6.788,55.928,119.57,2,14.79,0,B
EVT_MCH_010_2025040315,2025-04-03 15:00:00,Site_A,L4,MCH_010,Lathe,AUTO,86.6,14.75,58.86,3.114,7.251,58.582,144.47,0,14.13,0,A
EVT_MCH_010_2025040316,2025-04-03 16:00:00,Site_A,L4,MCH_010,Lathe,unknown,90.11,16.78,65.68,3.32,6.866,66.387,124.3,1,19.9,1,B
EVT_MCH_010_2025040317,2025-04-03 17:00:00,Site_A,L4,MCH_010,Lathe,MANUAL,35.29,12.99,29.26,1.788,4.552,30.72,36.06,0,9.87,0,A
EVT_MCH_010_2025040318,2025-04-03 18:00:00,Site_A,L4,MCH_010,Lathe,AUTO,63.15,14.65,49.56,2.339,5.865,44.633,91.86,1,2.75,0,B
EVT_MCH_010_2025040319,2025-04-03 19:00:00,Site_A,L4,MCH_010,Lathe,AUTO,67.25,13.24,52.81,2.822,6.568,44.639,105.84,0,6.89,0,A
EVT_MCH_010_2025040320,2025-04-03 20:00:00,Site_A,L4,MCH_010,Lathe,AUTO,76.16,13.78,50.39,2.834,6.807,50.313,111.53,1,14.58,0,B
EVT_MCH_010_2025040321,2025-04-03 21:00:00,Site_A,L4,MCH_010,Lathe,AUTO,80.28,10.28,48.88,3.373,5.469,50.985,124.55,1,11.83,0,B
EVT_MCH_010_2025040322,2025-04-03 22:00:00,Site_A,L4,MCH_010,Lathe,AUTO,71.68,13.67,48.28,2.76,6.352,52.436,99.09,2,9.45,0,B
EVT_MCH_010_2025040323,2025-04-03 23:00:00,Site_A,L4,MCH_010,Lathe,AUTO,72.69,14.0,49.29,2.53,6.369,52.133,126.9,0,11.74,0,A
EVT_MCH_010_2025040400,2025-04-04 00:00:00,Site_A,L4,MCH_010,Lathe,AUTO,63.83,18.48,54.77,2.88,5.189,40.125,98.71,1,10.57,0,B
EVT_MCH_010_2025040401,2025-04-04 01:00:00,Site_A,L4,MCH_010,Lathe,AUTO,75.6,23.11,64.9,3.197,5.915,56.276,91.04,1,13.97,0,B
EVT_MCH_010_2025040402,2025-04-04 02:00:00,Site_A,L4,MCH_010,Lathe,AUTO,70.08,24.16,57.16,2.83,5.92,45.528,,0,8.59,0,A
EVT_MCH_010_2025040403,2025-04-04 03:00:00,Site_A,L4,MCH_010,Lathe,AUTO,54.57,19.75,51.66,,5.804,41.608,71.19,0,7.42,0,A
EVT_MCH_010_2025040404,2025-04-04 04:00:00,Site_A,L4,MCH_010,Lathe,AUTO,57.85,26.07,55.32,2.328,5.942,46.333,62.84,1,4.69,0,B
EVT_MCH_010_2025040405,2025-04-04 05:00:00,Site_A,L4,MCH_010,Lathe,AUTO,73.13,26.12,66.1,2.94,6.682,52.016,93.12,1,8.12,0,B
EVT_MCH_010_2025040406,2025-04-04 06:00:00,Site_A,L4,MCH_010,Lathe,AUTO,74.38,24.4,58.05,3.039,6.614,55.185,110.3,1,14.14,0,B
